Action	Utilisateur	Nom	Condition	Exceptions
Autoriser	Tout le monde	C:: MICROSOFT VISUAL C++ 2015-2022 REDISTRIBUTABLE (X64) - 14.40.33810 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT OFFICE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT? BUILD TOOLS? sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT VISUAL STUDIO SETUP sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %OSDRIVE%\SANDSPRITE\SYSANALYZER\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWS KITS\10\WINDOWS PERFORMANCE TOOLKIT\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: MICROSOFT? WINDOWS? PERFORMANCE ANALYZER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: TEST AUTHORING AND EXECUTION FRAMEWORK sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWS KITS\10\TESTING\RUNTIMES\TAEF\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWS KITS\10\REDIST\D3D\X86\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWS KITS\10\REDIST\D3D\X64\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWS KITS\10\REDIST\D3D\ARM64\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: MICROSOFT ACTIVE ACCESSIBILITY sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: BETEST sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWS KITS\10\BIN\10.0.22621.0\X86\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: C++/WINRT sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: DIRECTSHOW sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MEDIA FOUNDATION TRACING APPLICATION sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: WINDOWS INSTALLER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: TAPIBROWSER APPLICATION sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MEDIA FOUNDATION TOPOLOGY EDITOR sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VSHADOW sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VSSAGENT sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VSSTRACE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VIRTUAL STORAGE COMMAND LINE CONTROL TOOL sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VSWRITER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWS KITS\10\BIN\10.0.22621.0\X64\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: SKTOOL sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWS KITS\10\BIN\10.0.22621.0\ARM64\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWS KITS\10\BIN\10.0.22621.0\ARM\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWS KITS\10\APP CERTIFICATION KIT\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\NMAP\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: NMAP sign¨¦ par O=NMAP SOFTWARE LLC, L=BEAVERTON, S=OREGON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: PYTHON sign¨¦ par O=NMAP SOFTWARE LLC, L=BEAVERTON, S=OREGON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: FIREFOX sign¨¦ par O=MOZILLA CORPORATION, L=SAN FRANCISCO, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MOZILLA MAINTENANCE SERVICE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: MICROSOFT? VISUAL STUDIO? 2015 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT VISUAL C++ 2015 REDISTRIBUTABLE (ARM) - 14.0.24215 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT VISUAL C++ 2015 REDISTRIBUTABLE (X64) - 14.0.24215 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT VISUAL C++ 2015 REDISTRIBUTABLE (X86) - 14.0.24215 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT? VISUAL STUDIO? TEAM FOUNDATION SERVER? sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO 14.0\COMMON7\IDE\PRIVATEASSEMBLIES\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: MICROSOFT SQL SERVER DATA-TIER APPLICATION FRAMEWORK sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT ? VISUAL STUDIO ? sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT? ADO.NET ENTITY FRAMEWORK sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VISUAL STUDIO SETUP sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VSHIVESTUB sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VSIXAUTOUPDATE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VSIXINSTALLER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT? SILVERLIGHT sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT SILVERLIGHT\5.1.20513.0\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: MICROSOFT? VISUAL STUDIO? 12 CTP sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: TESTHOST.X86 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: TESTHOST sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT SQL SERVER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT SDKS\CLICKONCE BOOTSTRAPPER\ENGINE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: MICROSOFT HELP VIEWER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT EDGE WEBVIEW2 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: IETOEDGE BHO sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: INTERNET INFORMATION SERVICES sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT WEB PLATFORM EXTENSIONS sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT? WEB PLATFORM EXTENSIONS sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\HTML HELP WORKSHOP\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: HTML HELP 1.31 UPDATE sign¨¦ par O=VERISIGN, INC., L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: GOOGLE UPDATER (X64) sign¨¦ par O=GOOGLE LLC, L=MOUNTAIN VIEW, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: TEHTRIS EDR TRAY sign¨¦ par O=TEHTRI-SECURITY S.A.S, L=PARIS, S=ILE-DE-FRANCE, C=FR	¨¦diteur	
Autoriser	Tout le monde	C:: TEHTRIS ENDPOINT DIAGNOSIS (T.E.D) sign¨¦ par O=TEHTRI-SECURITY, L=PARIS, C=FR	¨¦diteur	
Autoriser	Tout le monde	C:: TEHTRIS EDR sign¨¦ par O=TEHTRI-SECURITY, L=PARIS, C=FR	¨¦diteur	
Autoriser	Tout le monde	C:: TEHTRIS SECURITY EXTENSION sign¨¦ par O=TEHTRI-SECURITY S.A.S, L=PARIS, S=ILE-DE-FRANCE, C=FR	¨¦diteur	
Autoriser	Tout le monde	C:: TEHTRIS EDR MEMSCAN sign¨¦ par O=TEHTRI-SECURITY S.A.S, L=PARIS, S=ILE-DE-FRANCE, C=FR	¨¦diteur	
Autoriser	Tout le monde	C:: CYBERIA-AV-EDR sign¨¦ par O=TEHTRI-SECURITY S.A.S, L=PARIS, S=ILE-DE-FRANCE, C=FR	¨¦diteur	
Autoriser	Tout le monde	C:: .NET sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT? .NET sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT? VISUAL STUDIO? 2010 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: CAPINFOS sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: CAPTYPE sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: DUMPCAP sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: EDITCAP sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MERGECAP sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MMDBRESOLVE sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WIRESHARK\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: RANDPKT sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: RAWSHARK sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: REORDERCAP sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: SHARKD sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: TEXT2PCAP sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: TSHARK sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT VISUAL C++ 2015-2022 REDISTRIBUTABLE (X64) - 14.36.32532 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: WIRESHARK sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: ETWDUMP sign¨¦ par O=WIRESHARK FOUNDATION, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINRAR\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: WINRAR sign¨¦ par O=WIN.RAR GMBH, L=BERLIN, S=BERLIN, C=DE	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSPOWERSHELL\MODULES\NTOBJECTMANAGER\1.1.32\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\PYTHONSOFTWAREFOUNDATION.PYTHON.3.12_3.12.2800.0_X64__QBZ5N2KFRA8P0\TCL\NMAKE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\PYTHONSOFTWAREFOUNDATION.PYTHON.3.12_3.12.2800.0_X64__QBZ5N2KFRA8P0\LIB\SITE-PACKAGES\PIP\_VENDOR\DISTLIB\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\PYTHONSOFTWAREFOUNDATION.PYTHON.3.10_3.10.3056.0_X64__QBZ5N2KFRA8P0\LIB\SITE-PACKAGES\SETUPTOOLS\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\PYTHONSOFTWAREFOUNDATION.PYTHON.3.10_3.10.3056.0_X64__QBZ5N2KFRA8P0\LIB\SITE-PACKAGES\PIP\_VENDOR\DISTLIB\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: MICROSOFT TEAMS sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT TEAMS UPDATER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT TEAMS AUTOSTARTER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: CROSSDEVICEFILESHOST sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: CROSSDEVICESERVICE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: CROSSDEVICESETTINGSHOST sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: CROSSDEVICESTREAMINGHOST sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.ZUNEVIDEO_10.25051.10031.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.ZUNEVIDEO_10.25041.10021.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.ZUNEMUSIC_11.2505.2.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.ZUNEMUSIC_11.2504.4.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: MICROSOFT PHONE LINK sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.XBOXSPEECHTOTEXTOVERLAY_1.21.13002.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.XBOXIDENTITYPROVIDER_12.115.1001.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: GAME BAR sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.325.5191.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.XBOXGAMEOVERLAY_1.54.4001.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.XBOXAPP_48.104.4001.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.XBOX.TCUI_1.24.10001.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSSTORE_22506.1401.7.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSSOUNDRECORDER_10.2103.28.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSMAPS_11.2506.3.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSMAPS_11.2503.1.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSFEEDBACKHUB_1.2505.1101.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSCOMMUNICATIONSAPPS_16005.14326.22342.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSCAMERA_2025.2505.2.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSCAMERA_2025.2502.17.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSCALCULATOR_11.2502.2.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: WINDOWS APP SDK sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSALARMS_11.2503.4.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWS.PHOTOS_2025.11070.8001.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWS.DEVHOME_0.2100.858.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: WINDBGX sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDBG_1.2506.12002.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: TIME TRAVEL DEBUGGING sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WALLET_2.4.18324.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.STOREPURCHASEAPP_22505.1401.1.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.SKYPEAPP_15.150.3125.0_X64__KZF8QXF38ZG5C\SKYPE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: SKYPE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.SKYPEAPP_15.138.3214.0_X64__KZF8QXF38ZG5C\SKYPE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.SCREENSKETCH_10.2008.3001.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.PEOPLE_10.2202.100.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: OUTLOOK sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: OUTLOOK BACKGROUND sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: OLKFULLTRUSTEXECUTOR sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: OUTLOOK PUSH NOTIFICATION BACKGROUND TASK sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: RELAUNCH OUTLOOK sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT ONENOTE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT ONENOTE SHARE CHARM sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.MSPAINT_6.2410.13017.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.MIXEDREALITY.PORTAL_2000.21051.1282.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.MICROSOFTSTICKYNOTES_6.1.4.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.MICROSOFTSOLITAIRECOLLECTION_4.23.7100.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.MICROSOFTOFFICEHUB_19.2507.43011.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.MICROSOFT3DVIEWER_7.2506.10022.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.MICROSOFT3DVIEWER_7.2502.5012.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.GETSTARTED_10.2312.1.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
