Action	Utilisateur	Nom	Condition	Exceptions
Autoriser	Tout le monde	C:: MICROSOFT OFFICE 2016 signé par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	Éditeur	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.WINDOWSCAMERA_5.38.3003.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.WINDOWSCALCULATOR_10.1506.19010.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.WINDOWSALARMS_10.1506.19010.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.WINDOWS.PHOTOS_15.618.18170.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.SKYPEAPP_3.2.1.0_X86__KZF8QXF38ZG5C\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.PEOPLE_1.10159.0.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: MICROSOFT ONENOTE signé par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	Éditeur	
Autoriser	Tout le monde	C:: MICROSOFT ONENOTE SHARE CHARM signé par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	Éditeur	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.MICROSOFTSOLITAIRECOLLECTION_3.1.6103.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.MICROSOFTOFFICEHUB_17.4218.23751.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.GETSTARTED_2.1.9.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.BINGWEATHER_4.3.193.0_X86__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.BINGSPORTS_4.3.193.0_X86__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.BINGNEWS_4.3.193.0_X86__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.BINGFINANCE_4.3.193.0_X86__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\INFUSEDAPPS\PACKAGES\MICROSOFT.3DBUILDER_10.0.0.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %WINDIR%\BOOT\DVD\PCAT\*	Chemin d’accès	
Autoriser	Tout le monde	C:: MICROSOFT ONEDRIVE signé par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	Éditeur	
Autoriser	Tout le monde	C:: MICROSOFT VISUAL C++ 2015-2022 REDISTRIBUTABLE (X64) - 14.36.32532 signé par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	Éditeur	
Autoriser	Tout le monde	C:: MICROSOFT VISUAL C++ 2015-2022 REDISTRIBUTABLE (X86) - 14.36.32532 signé par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	Éditeur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.XBOXAPP_5.6.17000.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSSTORE_2015.7.1.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSSOUNDRECORDER_10.1506.15100.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSPHONE_10.1506.20010.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSMAPS_4.1505.50619.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSCAMERA_5.38.3003.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSCALCULATOR_10.1506.19010.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWSALARMS_10.1506.19010.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.WINDOWS.PHOTOS_15.618.18170.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.SKYPEAPP_3.2.1.0_X86__KZF8QXF38ZG5C\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.PEOPLE_1.10159.0.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.MICROSOFTSOLITAIRECOLLECTION_3.1.6103.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.MICROSOFTOFFICEHUB_17.4218.23751.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.GETSTARTED_2.1.9.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.BINGWEATHER_4.3.193.0_X86__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.BINGSPORTS_4.3.193.0_X86__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.BINGNEWS_4.3.193.0_X86__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.BINGFINANCE_4.3.193.0_X86__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.3DBUILDER_10.0.0.0_X64__8WEKYB3D8BBWE\*	Chemin d’accès	
Autoriser	Tout le monde	C:: 7-ZIP signé par O=VMWARE, INC., L=PALO ALTO, S=CALIFORNIA, C=US	Éditeur	
Autoriser	Tout le monde	C:: CB LAUNCHER signé par O=VMWARE, INC., L=PALO ALTO, S=CALIFORNIA, C=US	Éditeur	
Autoriser	Tout le monde	C:: VMWARE TOOLS signé par O=VMWARE, INC., L=PALO ALTO, S=CALIFORNIA, C=US	Éditeur	
Autoriser	Tout le monde	C:: VMWARE GUEST AUTHENTICATION signé par O=VMWARE, INC., L=PALO ALTO, S=CALIFORNIA, C=US	Éditeur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\COMMON FILES\VMWARE\DRIVERS\VSS\*	Chemin d’accès	
